sample_id,fuel,set_id,source_set_id,candidate_pair_index,flow_setting,sync_timestamp,rgb_timestamp,ir_timestamp,thermal_timestamp,rgb_ir_delta_ms,thermal_time_delta_ms,thermal_frame_index,thermal_fps,thermal_video_width,thermal_video_height,thermal_video_frame_count,rgb_sequence,ir_sequence,rgb_tick_ms,ir_tick_ms,rgb_path,ir_path,thermal_path,source_rgb_path,source_ir_path,source_thermal_video,thermal_extract_flag,gas_timestamp,gas_time_delta_s,gas_source_line,gas_match_flag,gas_raw_efficiency_percent,gas_efficiency_percent,gas_raw_ambient_temp_c,gas_ambient_temp_c,gas_raw_stack_temp_c,gas_stack_temp_c,gas_raw_oxygen_percent,gas_oxygen_percent,gas_raw_carbon_monoxide_ppm,gas_carbon_monoxide_ppm,gas_raw_carbon_dioxide_percent,gas_carbon_dioxide_percent,gas_raw_stack_draft_inwc,gas_stack_draft_inwc,gas_raw_excess_air_percent,gas_excess_air_percent,gas_raw_nitric_oxide_ppm,gas_nitric_oxide_ppm,gas_raw_nitrogen_dioxide_ppm,gas_nitrogen_dioxide_ppm,gas_raw_oxides_of_nitrogen_ppm,gas_oxides_of_nitrogen_ppm,gas_qc_flag,gas_qc_reasons,gas_qc_warnings,gas_qc_version
flare_20260515_methane_set002_000373,methane,set-002,set-2,373,,2026-05-15 19:03:56.635898,2026-05-15 19:03:56.714398,2026-05-15 19:03:56.557398,2026-05-15 19:03:56.648008,157,12.11,15869,25.001454,768,576,17200,373,587,2989953,2989796,data/methane/set-002/rgb/flare_20260515_methane_set002_000373_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000373_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000373_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000373_00000000002D9F81.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000587_00000000002D9EE4.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:03:57,0.364102,2275,ok,OVER,,37,37.0,127,127.0,21.1,21.1,192,192.0,0.0,0.0,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000374,methane,set-002,set-2,374,,2026-05-15 19:03:58.300398,2026-05-15 19:03:58.386398,2026-05-15 19:03:58.214398,2026-05-15 19:03:58.287913,172,-12.485,15910,25.001454,768,576,17200,374,588,2991625,2991453,data/methane/set-002/rgb/flare_20260515_methane_set002_000374_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000374_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000374_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000374_00000000002DA609.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000588_00000000002DA55D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:03:58,-0.300398,2276,ok,OVER,,37,37.0,128,128.0,21.1,21.1,163,163.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000375,methane,set-002,set-2,375,,2026-05-15 19:03:59.964398,2026-05-15 19:04:00.042398,2026-05-15 19:03:59.886398,2026-05-15 19:03:59.967815,156,3.417,15952,25.001454,768,576,17200,375,589,2993281,2993125,data/methane/set-002/rgb/flare_20260515_methane_set002_000375_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000375_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000375_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000375_00000000002DAC81.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000589_00000000002DABE5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:00,0.035602,2278,ok,OVER,,37,37.0,136,136.0,21.2,21.2,114,114.0,1.0,1.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000376,methane,set-002,set-2,376,,2026-05-15 19:04:01.628398,2026-05-15 19:04:01.714398,2026-05-15 19:04:01.542398,2026-05-15 19:04:01.647718,172,19.32,15994,25.001454,768,576,17200,376,590,2994953,2994781,data/methane/set-002/rgb/flare_20260515_methane_set002_000376_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000376_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000376_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000376_00000000002DB309.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000590_00000000002DB25D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:02,0.371602,2280,ok,N.A.,,37,37.0,144,144.0,20.3,20.3,114,114.0,0.4,0.4,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000377,methane,set-002,set-2,377,,2026-05-15 19:04:03.300398,2026-05-15 19:04:03.386398,2026-05-15 19:04:03.214398,2026-05-15 19:04:03.287622,172,-12.776,16035,25.001454,768,576,17200,377,591,2996625,2996453,data/methane/set-002/rgb/flare_20260515_methane_set002_000377_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000377_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000377_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000377_00000000002DB991.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000591_00000000002DB8E5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:03,-0.300398,2281,ok,N.A.,,37,37.0,146,146.0,19.6,19.6,180,180.0,0.4,0.4,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000378,methane,set-002,set-2,378,,2026-05-15 19:04:05.135898,2026-05-15 19:04:05.214398,2026-05-15 19:04:05.057398,2026-05-15 19:04:05.127515,157,-8.383,16081,25.001454,768,576,17200,378,592,2998453,2998296,data/methane/set-002/rgb/flare_20260515_methane_set002_000378_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000378_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000378_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000378_00000000002DC0B5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000592_00000000002DC018.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:05,-0.135898,2301,ok,41.3,41.3,37,37.0,154,154.0,19.0,19.0,416,416.0,1.6,1.6,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000379,methane,set-002,set-2,379,,2026-05-15 19:04:06.964398,2026-05-15 19:04:07.042398,2026-05-15 19:04:06.886398,2026-05-15 19:04:06.967408,156,3.01,16127,25.001454,768,576,17200,379,593,3000281,3000125,data/methane/set-002/rgb/flare_20260515_methane_set002_000379_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000379_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000379_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000379_00000000002DC7D9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000593_00000000002DC73D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:07,0.035602,2303,ok,N.A.,,37,37.0,161,161.0,19.4,19.4,584,584.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,672,672.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000380,methane,set-002,set-2,380,,2026-05-15 19:04:08.635898,2026-05-15 19:04:08.714398,2026-05-15 19:04:08.557398,2026-05-15 19:04:08.647311,157,11.413,16169,25.001454,768,576,17200,380,594,3001953,3001796,data/methane/set-002/rgb/flare_20260515_methane_set002_000380_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000380_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000380_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000380_00000000002DCE61.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000594_00000000002DCDC4.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:09,0.364102,2305,ok,48.3,48.3,37,37.0,157,157.0,18.8,18.8,645,645.0,0.1,0.1,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000381,methane,set-002,set-2,381,,2026-05-15 19:04:10.300398,2026-05-15 19:04:10.386398,2026-05-15 19:04:10.214398,2026-05-15 19:04:10.287215,172,-13.183,16210,25.001454,768,576,17200,381,595,3003625,3003453,data/methane/set-002/rgb/flare_20260515_methane_set002_000381_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000381_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000381_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000381_00000000002DD4E9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000595_00000000002DD43D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:10,-0.300398,2306,ok,0.0,0.0,37,37.0,154,154.0,18.8,18.8,669,669.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000382,methane,set-002,set-2,382,,2026-05-15 19:04:11.964398,2026-05-15 19:04:12.042398,2026-05-15 19:04:11.886398,2026-05-15 19:04:11.967118,156,2.72,16252,25.001454,768,576,17200,382,596,3005281,3005125,data/methane/set-002/rgb/flare_20260515_methane_set002_000382_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000382_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000382_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000382_00000000002DDB61.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000596_00000000002DDAC5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:12,0.035602,2308,ok,OVER,,37,37.0,149,149.0,19.9,19.9,675,675.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000383,methane,set-002,set-2,383,,2026-05-15 19:04:13.635898,2026-05-15 19:04:13.714398,2026-05-15 19:04:13.557398,2026-05-15 19:04:13.647020,157,11.122,16294,25.001454,768,576,17200,383,597,3006953,3006796,data/methane/set-002/rgb/flare_20260515_methane_set002_000383_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000383_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000383_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000383_00000000002DE1E9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000597_00000000002DE14C.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:14,0.364102,2310,ok,OVER,,37,37.0,145,145.0,20.7,20.7,579,579.0,0.0,0.0,0.1,0.1,OVER,,OVER,,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000384,methane,set-002,set-2,384,,2026-05-15 19:04:15.300398,2026-05-15 19:04:15.386398,2026-05-15 19:04:15.214398,2026-05-15 19:04:15.286925,172,-13.473,16335,25.001454,768,576,17200,384,598,3008625,3008453,data/methane/set-002/rgb/flare_20260515_methane_set002_000384_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000384_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000384_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000384_00000000002DE871.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000598_00000000002DE7C5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:15,-0.300398,2311,ok,OVER,,37,37.0,143,143.0,20.9,20.9,512,512.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000385,methane,set-002,set-2,385,,2026-05-15 19:04:16.964398,2026-05-15 19:04:17.042398,2026-05-15 19:04:16.886398,2026-05-15 19:04:16.966827,156,2.429,16377,25.001454,768,576,17200,385,599,3010281,3010125,data/methane/set-002/rgb/flare_20260515_methane_set002_000385_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000385_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000385_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000385_00000000002DEEE9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000599_00000000002DEE4D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:17,0.035602,2313,ok,OVER,,37,37.0,140,140.0,21.0,21.0,384,384.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000386,methane,set-002,set-2,386,,2026-05-15 19:04:18.635898,2026-05-15 19:04:18.714398,2026-05-15 19:04:18.557398,2026-05-15 19:04:18.646729,157,10.831,16419,25.001454,768,576,17200,386,600,3011953,3011796,data/methane/set-002/rgb/flare_20260515_methane_set002_000386_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000386_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000386_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000386_00000000002DF571.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000600_00000000002DF4D4.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:19,0.364102,2315,ok,OVER,,37,37.0,139,139.0,21.0,21.0,282,282.0,0.0,0.0,0.1,0.1,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000387,methane,set-002,set-2,387,,2026-05-15 19:04:20.300398,2026-05-15 19:04:20.386398,2026-05-15 19:04:20.214398,2026-05-15 19:04:20.286634,172,-13.764,16460,25.001454,768,576,17200,387,601,3013625,3013453,data/methane/set-002/rgb/flare_20260515_methane_set002_000387_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000387_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000387_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000387_00000000002DFBF9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000601_00000000002DFB4D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:21,0.699602,2316,ok,OVER,,37,37.0,146,146.0,21.0,21.0,207,207.0,0.5,0.5,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000388,methane,set-002,set-2,388,,2026-05-15 19:04:21.964398,2026-05-15 19:04:22.042398,2026-05-15 19:04:21.886398,2026-05-15 19:04:21.966536,156,2.138,16502,25.001454,768,576,17200,388,602,3015281,3015125,data/methane/set-002/rgb/flare_20260515_methane_set002_000388_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000388_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000388_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000388_00000000002E0271.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000602_00000000002E01D5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:21,-0.964398,2316,ok,OVER,,37,37.0,146,146.0,21.0,21.0,207,207.0,0.5,0.5,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000389,methane,set-002,set-2,389,,2026-05-15 19:04:23.635898,2026-05-15 19:04:23.714398,2026-05-15 19:04:23.557398,2026-05-15 19:04:23.646439,157,10.541,16544,25.001454,768,576,17200,389,603,3016953,3016796,data/methane/set-002/rgb/flare_20260515_methane_set002_000389_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000389_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000389_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000389_00000000002E08F9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000603_00000000002E085C.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:24,0.364102,2322,ok,N.A.,,37,37.0,160,160.0,20.0,20.0,171,171.0,0.6,0.6,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000390,methane,set-002,set-2,390,,2026-05-15 19:04:25.300398,2026-05-15 19:04:25.386398,2026-05-15 19:04:25.214398,2026-05-15 19:04:25.286343,172,-14.055,16585,25.001454,768,576,17200,390,604,3018625,3018453,data/methane/set-002/rgb/flare_20260515_methane_set002_000390_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000390_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000390_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000390_00000000002E0F81.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000604_00000000002E0ED5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:25,-0.300398,2323,ok,N.A.,,37,37.0,164,164.0,19.5,19.5,206,206.0,0.6,0.6,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000391,methane,set-002,set-2,391,,2026-05-15 19:04:26.964398,2026-05-15 19:04:27.042398,2026-05-15 19:04:26.886398,2026-05-15 19:04:26.966246,156,1.848,16627,25.001454,768,576,17200,391,605,3020281,3020125,data/methane/set-002/rgb/flare_20260515_methane_set002_000391_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000391_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000391_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000391_00000000002E15F9.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000605_00000000002E155D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:27,0.035602,2325,ok,N.A.,,37,37.0,174,174.0,174,174.0,19.1,19.1,353,353.0,2255,2255.0,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_draft_abs_gt_100_column_shift,,gas-qc-v1
flare_20260515_methane_set002_000392,methane,set-002,set-2,392,,2026-05-15 19:04:28.628398,2026-05-15 19:04:28.714398,2026-05-15 19:04:28.542398,2026-05-15 19:04:28.646148,172,17.75,16669,25.001454,768,576,17200,392,606,3021953,3021781,data/methane/set-002/rgb/flare_20260515_methane_set002_000392_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000392_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000392_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000392_00000000002E1C81.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000606_00000000002E1BD5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:29,0.371602,2327,ok,N.A.,,37,37.0,187,187.0,19.0,19.0,527,527.0,1.9,1.9,0.0,0.0,498,498.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
flare_20260515_methane_set002_000393,methane,set-002,set-2,393,,2026-05-15 19:04:30.300398,2026-05-15 19:04:30.386398,2026-05-15 19:04:30.214398,2026-05-15 19:04:30.286053,172,-14.345,16710,25.001454,768,576,17200,393,607,3023625,3023453,data/methane/set-002/rgb/flare_20260515_methane_set002_000393_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000393_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000393_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000393_00000000002E2309.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000607_00000000002E225D.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:30,-0.300398,2328,ok,N.A.,,37,37.0,18.7,18.7,608,608.0,1.2,1.2,7049,7049.0,552,552.0,0.0,0.0,0.0,0.0,0.0,0.0,OVER,,reject,carbon_dioxide_percent_outside_0_15;oxygen_percent_outside_0_23;oxygen_plus_co2_gt_23;stack_draft_abs_gt_100_column_shift;stack_temp_c_outside_30_1000,,gas-qc-v1
flare_20260515_methane_set002_000394,methane,set-002,set-2,394,,2026-05-15 19:04:31.964398,2026-05-15 19:04:32.042398,2026-05-15 19:04:31.886398,2026-05-15 19:04:31.965955,156,1.557,16752,25.001454,768,576,17200,394,608,3025281,3025125,data/methane/set-002/rgb/flare_20260515_methane_set002_000394_rgb.png,data/methane/set-002/ir/flare_20260515_methane_set002_000394_ir.png,data/methane/set-002/thermal/flare_20260515_methane_set002_000394_thermal.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\RGB\00000394_00000000002E2981.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\IR\00000608_00000000002E28E5.png,C:\Users\ADMIN\Documents\IYYAKUTTI\FlareAnalysis\[15_05_2026]_dataCollection\methane\set-2\Thermal\Rec_20260515_185321_830.mp4,ok,2026-05-15 19:04:32,0.035602,2332,ok,N.A.,,37,37.0,200,200.0,17.7,17.7,864,864.0,0.8,0.8,0.0,0.0,OVER,,0.0,0.0,0.0,0.0,0.0,0.0,ok,,,gas-qc-v1
